first,second,third 
downloadformat=excel,"Household final consumption expenditure, etc. (annual % growth)"
downloadformat=excel,"Household final consumption expenditure, etc. (constant 2010 US$)"
downloadformat=excel,"Household final consumption expenditure, etc. (constant LCU)"
downloadformat=excel,"Household final consumption expenditure, etc. (current LCU)"
downloadformat=excel,"Household final consumption expenditure, etc. (current US$)"
downloadformat=excel,"ICT service exports (% of service exports, BoP)"
downloadformat=excel,"ICT service exports (BoP, current US$)"
downloadformat=excel,Imports of goods and services (% of GDP)
downloadformat=excel,"Imports of goods and services (BoP, current US$)"
downloadformat=excel,Imports of goods and services (annual % growth)
downloadformat=excel,Imports of goods and services (constant 2010 US$)
downloadformat=excel,Imports of goods and services (constant LCU)
downloadformat=excel,Imports of goods and services (current LCU)
downloadformat=excel,Imports of goods and services (current US$)
downloadformat=excel,"Imports of goods, services and primary income (BoP, current US$)"
downloadformat=excel,"Industry, value added (% of GDP)"
downloadformat=excel,"Industry, value added (annual % growth)"
downloadformat=excel,"Industry, value added (constant 2010 US$)"
downloadformat=excel,"Industry, value added (constant LCU)"
downloadformat=excel,"Industry, value added (current LCU)"
downloadformat=excel,"Industry, value added (current US$)"
downloadformat=excel,"Inflation, GDP deflator (annual %)"
downloadformat=excel,"Inflation, consumer prices (annual %)"
downloadformat=excel,"Insurance and financial services (% of service exports, BoP)"
downloadformat=excel,"Insurance and financial services (% of service imports, BoP)"
downloadformat=excel,Interest payments on external debt (% of GNI)
downloadformat=excel,"Interest payments on external debt (% of exports of goods, services and primary income)"
downloadformat=excel,Machinery and transport equipment (% of value added in manufacturing)
downloadformat=excel,"Manufacturing, value added (% of GDP)"
downloadformat=excel,"Manufacturing, value added (annual % growth)"
downloadformat=excel,"Manufacturing, value added (constant 2010 US$)"
downloadformat=excel,"Manufacturing, value added (constant LCU)"
downloadformat=excel,"Manufacturing, value added (current LCU)"
downloadformat=excel,"Manufacturing, value added (current US$)"
downloadformat=excel,Net ODA received (% of GNI)
downloadformat=excel,Net ODA received per capita (current US$)
downloadformat=excel,"Net capital account (BoP, current US$)"
downloadformat=excel,Net current transfers from abroad (constant LCU)
downloadformat=excel,Net current transfers from abroad (current LCU)
downloadformat=excel,Net current transfers from abroad (current US$)
downloadformat=excel,"Net errors and omissions (BoP, current US$)"
downloadformat=excel,"Net financial account (BoP, current US$)"
downloadformat=excel,Net income from abroad (constant LCU)
downloadformat=excel,Net income from abroad (current LCU)
downloadformat=excel,Net income from abroad (current US$)
downloadformat=excel,Net official development assistance received (current US$)
downloadformat=excel,"Net primary income (BoP, current US$)"
downloadformat=excel,"Net secondary income (BoP, current US$)"
downloadformat=excel,Net taxes on products (constant LCU)
downloadformat=excel,Net taxes on products (current LCU)
downloadformat=excel,Net taxes on products (current US$)
downloadformat=excel,"Net trade in goods (BoP, current US$)"
downloadformat=excel,"Net trade in goods and services (BoP, current US$)"
downloadformat=excel,Other manufacturing (% of value added in manufacturing)
downloadformat=excel,"PPP conversion factor, GDP (LCU per international $)"
downloadformat=excel,"PPP conversion factor, private consumption (LCU per international $)"
downloadformat=excel,"Personal remittances, paid (current US$)"
downloadformat=excel,"Personal remittances, received (% of GDP)"
downloadformat=excel,"Personal remittances, received (current US$)"
downloadformat=excel,"Personal transfers, receipts (BoP, current US$)"
downloadformat=excel,"Portfolio Investment, net (BoP, current US$)"
downloadformat=excel,"Portfolio equity, net inflows (BoP, current US$)"
downloadformat=excel,Present value of external debt (% of GNI)
downloadformat=excel,"Present value of external debt (% of exports of goods, services and primary income)"
downloadformat=excel,Present value of external debt (current US$)
downloadformat=excel,Price level ratio of PPP conversion factor (GDP) to market exchange rate
downloadformat=excel,"Primary income on FDI, payments (current US$)"
downloadformat=excel,"Primary income payments (BoP, current US$)"
downloadformat=excel,"Primary income receipts (BoP, current US$)"
downloadformat=excel,"Reserves and related items (BoP, current US$)"
downloadformat=excel,"Revenue, excluding grants (% of GDP)"
downloadformat=excel,"Secondary income receipts (BoP, current US$)"
downloadformat=excel,"Secondary income, other sectors, payments (BoP, current US$)"
downloadformat=excel,"Service exports (BoP, current US$)"
downloadformat=excel,"Service imports (BoP, current US$)"
downloadformat=excel,"Services, etc., value added (% of GDP)"
downloadformat=excel,"Services, etc., value added (annual % growth)"
downloadformat=excel,"Services, etc., value added (constant 2010 US$)"
downloadformat=excel,"Services, etc., value added (constant LCU)"
downloadformat=excel,"Services, etc., value added (current LCU)"
downloadformat=excel,"Services, etc., value added (current US$)"
downloadformat=excel,"Short-term debt (% of exports of goods, services and primary income)"
downloadformat=excel,Short-term debt (% of total reserves)
downloadformat=excel,"Technical cooperation grants (BoP, current US$)"
downloadformat=excel,Terms of trade adjustment (constant LCU)
downloadformat=excel,Textiles and clothing (% of value added in manufacturing)
downloadformat=excel,Total debt service (% of GNI)
downloadformat=excel,"Total debt service (% of exports of goods, services and primary income)"
downloadformat=excel,"Total reserves (includes gold, current US$)"
downloadformat=excel,Total reserves minus gold (current US$)
downloadformat=excel,Trade (% of GDP)
downloadformat=excel,Trade in services (% of GDP)
downloadformat=excel,"Transport services (% of service exports, BoP)"
downloadformat=excel,"Transport services (% of service imports, BoP)"
downloadformat=excel,"Travel services (% of service exports, BoP)"
downloadformat=excel,"Travel services (% of service imports, BoP)"
downloadformat=excel,"Adjusted net enrollment rate, primary, female (% of primary school age children)"
downloadformat=excel,"Adjusted net enrollment rate, primary, male (% of primary school age children)"
downloadformat=excel,"Adjusted net enrolment rate, primary, both sexes (%)"
downloadformat=excel,Adolescents out of school (% of lower secondary school age)
downloadformat=excel,"Adolescents out of school, female (% of female lower secondary school age)"
downloadformat=excel,"Adolescents out of school, male (% of male lower secondary school age)"
downloadformat=excel,"Adult literacy rate, population 15+ years, both sexes (%)"
downloadformat=excel,"All education staff compensation, primary (% of total expenditure in primary public institutions)"
downloadformat=excel,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)"
downloadformat=excel,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)"
downloadformat=excel,"All education staff compensation, total (% of total expenditure in public institutions)"
downloadformat=excel,Children out of school (% of primary school age)
downloadformat=excel,"Children out of school, female (% of female primary school age)"
downloadformat=excel,"Children out of school, male (% of male primary school age)"
downloadformat=excel,"Children out of school, primary, female"
downloadformat=excel,"Children out of school, primary, male"
downloadformat=excel,"Current education expenditure, primary (% of total expenditure in primary public institutions)"
downloadformat=excel,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)"
downloadformat=excel,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)"
downloadformat=excel,"Current education expenditure, total (% of total expenditure in public institutions)"
downloadformat=excel,Duration of compulsory education (years)
downloadformat=excel,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)"
downloadformat=excel,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)"
downloadformat=excel,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)"
downloadformat=excel,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)"
