name,intro,address,tel,fax,email,site
科威特商业银行（Commercial Bank of Kuwait）,简介：科威特商业银行（Commercial Bank of Kuwait）是科威特最大的金融机构之一，在科威特拥有48家分行。它为政府、企业和个人提供创新的金融和投资解决方案。科威特商业银行成立于1960年6月19日，是科威特历史最悠久的第二位银行。它还负责零售银行业务的大型项目融资，例如科威特电力，建筑基础设施项目。,,联系电话：+965 2299 0899,,,网址：http://www.cbk.com/en/
罗马尼亚司法部,,,,,,网址：www.just.ro（非英文网站）
克罗地亚斯普利特银行（Splitska Banka）,,,联系电话：0800 21 00 21,,电子邮箱：Public.Relations@splitskabanka.hr,网址：http://www.splitskabanka.hr/home
罗马尼亚环境和气候变化部（Ministry of Environment and Climate Change）,,"地址：12 Libertatii Blv, Sector 5, Bucharest",联系电话：0040-21-3160215,,,网址：www.mmediu.ro
罗马尼亚税务总署（National Agency for Fiscal Administration）,,"地址：Str.Apolodor nr.17, Sector 5, Bucuresti-050741",联系电话：0040-21-387.10.00,,,网址：http://www.anaf.ro/
"黎巴嫩司法部（Ministry of Justice, Republic of Lebanon）",,,,,电子邮箱：info@justice.gov.lb,网址：http://www.justice.gov.lb/CP/ViewPage.aspx?id=1&language=2
罗马尼亚国家银行（Banca Na&#355;ional&#259; a Romniei）,,"地址：25 Lipscani Street, Bucharest 3, 030031 Romania ","联系电话： (+4) 021 313 04 10, (+4) 021 315 27 50",,,网址：http://www.bnr.ro/Home.aspx
拉脱维亚银行（Bank of Latvia）,简介：拉脱维亚中央银行,"地址：K. Valdemara iela 2A, LV-1050, Riga, Latvia",联系电话：(+371) 67022300,传真：(+371) 67022420,电子邮箱：info@bank.lv,网址：https://www.bank.lv/en/
拉脱维亚Rietumu Banka,,"地址：Vesetas 7, Riga, LV-1013, LATVIA",联系电话：+371 67025555 (24h),传真：+371 67025588,电子邮箱：info@rietumu.lv,网址：http://www.rietumu.com/
拉脱维亚SEB联合银行 (SEB Unibanka),,,联系电话：Call: 8777\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Abroad: +371 26668777,,电子邮箱：info@seb.lv,网址：http://www.seb.lv/en/private/
黎巴嫩Hayek Group,"简介：Hayek Group LLC was established as a family business by Late Samir Hayek in early 1951 in Saifi, Beirut Central District as Engineering, Contracting and Property Development firm carrying out private and public projects in Lebanon and the Middle East Area.","地址：Saifi, Al-Arz Street, Kanafani Building, Suite 605, 6th\xa0 floor, Beirut Central District, Lebanon",联系电话：+961 1 566666,传真：+961 1 566123,电子邮箱：info@hayekgroup.com,网址：http://www.hayekgroup.com/
拉脱维亚竞争委员会（the Competition Council）,,"地址：Brīvības Street 55, Rīga, LV-1010",联系电话：+371 67282865 ,传真：+371 67242141,电子邮箱：konkurence@kp.gov.lv,网址：http://www.kp.gov.lv/en
拉脱维亚投资发展署（Investment and Development Agency of Latvia）,,"地址：2 Perses Street, Riga, LV-1442, Latvia (Pērses iela 2, Rīga, LV-1442, Latvia)",联系电话：+371 67039400,传真：+371 67039401,电子邮箱：liaa@liaa.gov.lv,网址：http://www.liaa.gov.lv/en
拉脱维亚外交部（Ministry of Foreign Affairs of the Republic of Latvia）,,"地址：K.Valdemāra iela 3, Rīga LV-1395",联系电话：(+371) 67 016 201,传真：(+371) 67 828 121,电子邮箱：mfa.cha@mfa.gov.lv,网址：http://www.mfa.gov.lv/en/
"拉脱维亚财政部（Ministry of Finance, Republic of Latvia）",,,联系电话：+371 67095405,传真：+371 67095410,电子邮箱：info@fm.gov.lv,网址：http://www.fm.gov.lv/en/
拉脱维亚经济部（Ministry of Economics of the Republic of Latvia),,"地址：Brīvības iela 55, Rīga, LV - 1519",联系电话：67013100,传真：67280882,电子邮箱：pasts@em.gov.lv,网址：https://www.em.gov.lv/en/
拉脱维亚司法部（Ministry of Justice of the Republic of Latvia）,,,联系电话：+371 67036801,,电子邮箱：tm.kanceleja@tm.gov.lv,网址：https://www.tm.gov.lv/en
拉脱维亚环境保护与地区发展部（Ministry of Environmental Protection and Regional Development of the Republic of Latvia）,,"地址：Peldu Str. 25, Rīga LV-1494, Latvia",联系电话：+371 67026533,传真：+371 67820442,电子邮箱：pasts@varam.gov.lv,网址：http://www.varam.gov.lv/eng
拉脱维亚国家收入服务局,,,联系电话：67120000(calling from Latvia); +371 67120000(calling from abroad),,,网址：https://www.vid.gov.lv/default.aspx?hl=2
拉脱维亚AS DNB banka,,"地址：Skanstes Street 12, Riga, LV-1013, Latvia",联系电话：1880 or (+371) 67 17 1880,传真：(+371) 67 323 449,电子邮箱：info@dnb.lv,网址：https://www.dnb.lv/en
罗马尼亚国家工商会（the Chamber of Commerce and Industry of Romania）,,,联系电话：+40374.474.368,传真：+4021.319.01.56,,网址：http://ccir.ro/en/#
拉中商会,,"地址：3-2 Raina Blvd, Riga, LV-1050, Latvia拉脱维亚，里加，Raina 大街 3－2号",联系电话：+37167350066,传真：+37167809104,电子邮箱：info@latviachina.eu,网址：http://www.latviachina.eu/cn/
纳斯达克波罗的海交易所-Nasdaq Riga,,"地址：Va??u iela 1, Riga LV-1050, Latvia",联系电话：+371 6 721 2431 ,传真：+371 6 722 9411,电子邮箱：riga@nasdaq.com,网址：http://www.nasdaqomxbaltic.com/market/?lang=en
"克罗地亚财政部（Ministry of Finance, Republic of Croatia）",,"地址：Katan?i?eva 5, 10 000 Zagreb, Croatia",联系电话：+385 1 4591 333,传真：+385 1 4922 583,,网址：http://www.mfin.hr/en
立陶宛银行（Bank of Lithuania）,简介：立陶宛银行（Bank of Lithuania）为立陶宛中央银行，它独立于立陶宛政府及其他机构，主要职能包括发行本国货币、制订和实施货币政策、确定本国货币汇率机制并发布官方汇率、颁发或撤销本国金融机构许可证、批准外国银行设立分支机构或办事处、对金融机构进行监管等。,"地址：Totoriu str. 4, 01121 Vilnius",联系电话：+370 800 50 500（toll-free）/+370 5 268 0029,"传真：+370 5 268 0038, 212 1501",,网址：http://www.lb.lt/en_index.htm
立陶宛投资署（Invest Lithuania）,,"地址：Jogailos str. 4, B entrance, 2nd floor, LT-01116 Vilnius, Lithuania",联系电话：+370 5 262 7438,,电子邮箱：info@investlithuania.com,网址：http://www.investlithuania.com/
立陶宛财政部（Ministry of Finance of the Republic of Lithuania）,,"地址：Luki?ki? Str. 2, 01512 Vilnius, Lithuania",联系电话：+370 5 239 0000,传真：+370 5 279 1481,电子邮箱：finmin@finmin.lt,网址：http://finmin.lrv.lt/
立陶宛经济部（Ministry of Economy of the Republic of Lithuania）,,"地址：Gedimino Av. 38, 01104 Vilnius, Lithuania",联系电话：+370 706 64 845 / +370 706 64 868,传真：8 706 64 762,电子邮箱：kanc@ukmin.lt,网址：http://ukmin.lrv.lt/
立陶宛交通部（Ministry of Transport and Communications）,,"地址：Gedimino Av. 17, 01505 Vilnius, Lithuania",联系电话：+370 5 261 2363,传真：+370 5 212 4335,电子邮箱：sumin@sumin.lt,网址：http://sumin.lrv.lt/
立陶宛环境部（Ministry of Environment of the Republic of Lithuania）,,"地址：A. Jak?to g. 4, LT-01105 Vilnius",联系电话：(00370 5) 266 36 61,传真：(00370 5) 266 36 63,,网址：http://www.am.lt/VI/en/VI/index.php
立陶宛移民局,,"地址：L. Sapiegos 1, LT-10312 Vilnius",联系电话：(8 5) 271 7112,传真：(8 5) 271 8210,电子邮箱：mdinfo@vrm.lt,网址：http://www.migracija.lt/index.php?-1497548128
立陶宛商业促进局,,"地址：Savanori? pr. 28, LT-03116, Vilnius",联系电话：(8 5) 268 7401,,电子邮箱：info@lvpa.lt,网址：http://lvpa.lt/en
立陶宛工业家联盟（Lithuanian Confederation of Industrialists）,,"地址：A.Vienuolio st. 8, LT-01104 Vilnius, Lithuania",联系电话：+370 5 243 10 67,传真：+370 5 212 52 09,电子邮箱：sekretoriatas@lpk.lt,网址：http://www.lpk.lt/?q=en
立陶宛工商会联合会,,"地址：Va?ingtono a. 1-63A, LT-01108 Vilnius",联系电话：(+370 5) 261 21 02,传真：(+370 5) 261 21 12,电子邮箱：info@chambers.lt,网址：http://www.chambers.lt/lt/?m=6#
立陶宛企业署,,"地址：A. Go?tauto Str. 40A, LT-03163 Vilnius, Lithuania ",联系电话：+370 (5) 249 90 83,传真：+370 (5) 204 58 08,电子邮箱：info@verslilietuva.lt,网址：http://www.enterpriselithuania.com/en
蒙古银行（Bank of Mongolia）,,"地址：Baga toiruu-3, 15160, Ulaanbaatar-46, Mongolia",联系电话：976-11-310633,传真：976-11-311471,电子邮箱：bom_external@mongolbank.mn,网址：http://www.mongolbank.mn/eng/
罗马尼亚经济部,,"地址：Sediul central: Calea Victoriei, nr. 152, sector 1, Bucure?ti, cod 010096 ",,,,网址：http://www.minind.ro/（非英文网站）
拉脱维亚专利局（Patent Office of the Republic of Latvia）,,"地址：Citadeles iela 7/70, Rīga, LV-1010, LATVIJA",联系电话：(+371) 67099 600,传真：(+371) 67099 650,电子邮箱：valde@lrpv.gov.lv,网址：http://www.lrpv.gov.lv/en
蒙古贸易和发展银行（Trade and Development Bank of Mongolia）,简介：蒙古贸易和发展银行（Trade and Development Bank of Mongolia）是一家蒙古商业银行，总部位于蒙古乌兰巴托市。它是蒙古历史最悠久，最大的银行之一。蒙古贸易和发展银行于1990年10月成立，目前在蒙古国内共有45个分行。贸易和发展银行（蒙古）有限公司是一家在蒙古注册成立的有限责任公司，在1993年5月29日获准首次经营银行业务。,"地址：14210 Peace avenue 19, Sukhbaatar district 1st khoroo, Ulaanbaatar, Mongolia",联系电话：19001977,传真：+976 70161988,电子邮箱：info@tdbm.mn,网址：http://www.tdbm.mn/en/
哈斯银行（XacBank）,简介：哈斯银行（XacBank）是一家蒙古小额信贷机构和社区发展银行，该银行于2001年12月在蒙古乌兰巴托成立。它是蒙古第四大银行。,"地址：XacBank HQ Bldg, Ulaanbaatar-14200, Post Branch 20A, PO Box-72, MONGOLIA ","联系电话：+976-75771888 (188), +976-18001888 (1-0) ",传真：+976 (11) 328701,电子邮箱：info@xacbank.mn ,网址：http://www.xacbank.mn/
"罗马尼亚Darie, Manea & Associates","简介：Darie, Manea & Associates is a Romanian law firm, providing assistance and representation in a range of issues related to Corporate & Commercial Law, Litigation, Debt Collection, Real Estate or Intellectual Property Law.","地址：23 Unirii Boulevard, Bl. 13, Entrance 1, 6th floor, Apt. 16, District 4, zip code 040103, Bucharest, Romania",联系电话：(+40) 314.251.724,传真：(+40) 372.897.457,电子邮箱：office@rolegal.com,网址：http://www.rolegal.com/index-english.html
蒙古LRCM Law firm,,"地址：Suite 202A, Tushing Center, Seoul street 23, Sukhbaatar district, Ulaanbaatar, Mongolia",联系电话：976-99098671/976-96068315,,电子邮箱：info@lrcm.mn,网址：http://lrcm.mn/
蒙古Anand & Batzaya律师事务所,,,联系电话：+976-11-32-94-42,传真：+976-70-11-94-42,电子邮箱：info@anand-advocates.mn,网址：http://www.anand-advocates.mn/index.php
蒙古NEW GRATA Mongolian Law Firm,,"[""地址：Suite 703, SONOR Plaza, Students",联系电话/传真：70112059 ,,,网址：http://www.newgratalaw.com/
蒙古MahoneyLiotta LLP,,"地址：MahoneyLiotta Landmark Building, 7th Floor Chinggis Avenue, P.O. Box 279 Ulaanbaatar 210646A Mongolia ",联系电话：(976)-1132-5344,传真：(976)-1132-5358,电子邮箱：info@mlmongolia.com ,网址：http://mlmongolia.com/en/
蒙古国证券交易所（Mongolian Stock Exchange）,,"地址：Great Chinggis Khaan’s Square-3, Ulaanbaatar 15160, Mongolia",联系电话： (+976)-11-313747-(109) ,传真： (+976)-11-325170,电子邮箱：info@mse.mn,网址：http://www.mse.mn/
"蒙古国投资局（Invest Mongolia Agency, Government of Mongolia）",,"地址：8th floor Government Building?11, Sambuu Street?11, Ulaanbaatar?15141, Mongolia","联系电话：+976-11-326040, 320706",传真：+976-11-324076,,网址：http://investmongolia.gov.mn/en/
郭勒穆特银行（Golomt Bank）,简介：郭勒穆特银行（Golomt Bank）是蒙古最大的私人拥有的银行。银行业务包括：储蓄账户、借记卡、网上银行等银行业务。,"地址：Great Chinggis Khaan’s Square 5, P.O.Box 22, Ulaanbaatar 15160, Mongolia",联系电话：(976) 70111646/(976) 1800-1646 ,传真：(976) 11 313155,电子邮箱：mail@golomtbank.com,网址：http://www.golomtbank.com/en/1
"蒙古司法部（Ministry of Justice,Government of Mongolia）",,"地址：Ministry of Justice, Government building V, Khudaldaanii street 6/1, Chingeltei district, Ulaanbaatar city",联系电话：976-51-267533,传真：976-51-267533,电子邮箱：info@moj.gov.mn,网址：http://en.moj.gov.mn/
蒙古海关总署（Mongolian Customs）,,"地址：Mongolian Customs General Administration, Ikh Toiruu 81/1, Sukhbaatar District, Ulaanbaatar-14193, Mongolia ",联系电话：(976-11) 350053,传真：(976-11) 350048,电子邮箱：icd@customs.gov.mn,网址：http://www.ecustoms.mn/
蒙古国家银行（State Bank of Mongolia）,简介：蒙古国家银行（The State bank）是蒙古一家银行。蒙古国家银行于2009年11月24日由蒙古政府成立的，它拥有大约201至500名员工。总部位于蒙古乌兰巴托市。,"地址：Baga toiruu 7/1, 1st khoroo, Chingeltei District, Ulaanbaatar 14201, Mongolia",联系电话：(976)-1881,传真：(976)-11-330595,,网址：https://www.statebank.mn/w/en/m1
"马来西亚交通部（Ministry of Transport, Malaysia）",,"地址：No. 26, Jalan Tun Hussein, Presint 4, 62100 W.P. Putrajaya",联系电话：03-8000 8000 ,传真：03-8888 0158,电子邮箱：aduan@mot.gov.my ,网址：http://www.mot.gov.my/en
马来亚银行（Maybank）,,"地址：Malayan Banking Berhad, Level 14, Menara Maybank, 100 Jalan Tun Perak, 50050 Kuala Lumpur, Malaysia",联系电话：1-300 88 6688 (Malaysia)/+603-7844 3696 (Overseas),,电子邮箱：mgcc@maybank.com.my ,网址：http://www.maybank.com/en/index.page
拉脱维亚国家土地服务署（The State Land Service）,,"地址：11. Novembra krastmala 31, Riga, LV-1050, Latvia",联系电话：+371 67038608,传真：+371 67038829,电子邮箱：vzd@vzd.gov.lv,网址：http://www.vzd.gov.lv/en/
马来西亚丰隆银行（Hong Leong Bank）,,,联系电话：+603 7626 8899 ,,,网址：https://www.hlb.com.my/main/
马来西亚兴业银行（RHB Bank）,,,联系电话：03-9206 8118,,,网址：http://www.rhbgroup.com/
马来西亚联盟银行（Alliance Bank Malaysia Berhad）,,,联系电话：1-300-80-3388,,电子邮箱：info@alliancefg.com,网址：http://www.alliancebank.com.my/
蒙古工商会（Mongolian National Chamber of Commerce and Industry）,,"地址：MNCCI Building, Mahatma Gandhi street, 15th khoroo, Khan-Uul district, Ulaanbaatar 17011, UB Post - 101011001",联系电话：+976-11-327176,传真：+976-11-324620,电子邮箱：chamber@mongolchamber.mn,网址：http://en.mongolchamber.mn/
马来西亚股票交易所,,"地址：Exchange Square, Bukit Kewangan, 50200 Kuala Lumpur",联系电话：(603) 2034 7000/(603) 2332 7000,传真：(603) 2732 5258,,网址：http://www.bursamalaysia.com/market/
马来西亚公共工程部（Ministry of Works Malaysia）,简介：主要负责马来西亚联邦公路网的规划以及有关基础设施项目执行的监督和协调。,"地址：Block B, 6th Floor, Kompleks Kerja Raya, Jalan Sultan Salahuddin, 50580 Kuala Lumpur",联系电话：03 8000 8000,传真：(603)-2711 1101,电子邮箱：pro@kkr.gov.my,网址：http://www.kkr.gov.my/en
马来西亚投资发展局（Malaysian Investment Development Authority）,,"地址：No.5, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Malaysia",联系电话：603 2267 3633,传真：603 2274 7970 ,电子邮箱：investmalaysia@mida.gov.my,网址：http://www.mida.gov.my/home/
马来西亚财政部（Ministry of Finance Malaysia）,,"地址：Ministry Of Finance Complex, No. 5 Persiaran Perdana Presint 2, 62592 WP Putrajaya",联系电话：03-8000 8000,传真：03-8882 3893/03-8882 3894,电子邮箱：pro@treasury.gov.my,网址：http://www.treasury.gov.my/index.php?lang=en
马来西亚国际贸易与工业部（Ministry of International Trade and Industry）,,"地址：Block 10, Government Offices Complex, Jalan Tuanku Abdul Halim, 50622 Kuala Lumpur Malaysia",联系电话：603-8000 8000 ,传真：603-6201 2337,电子邮箱：webmiti@miti.gov.my,网址：http://www.miti.gov.my/
马来西亚外贸促进局（Malaysia External Trade Development Corporation）,,"地址：Menara MATRADE,Jalan Sultan Haji Ahmad Shah,50480 Kuala Lumpur,MALAYSIA",联系电话：603-6207 7077,传真：603-6203 7037/7033,,网址：http://www.matrade.gov.my/
马来西亚自然资源与环境部（Ministry of Natural Resources and Environment）,,"地址：Wisma Sumber Asli, No.25 Persiaran Perdana, Presint 4, 62574 Putrajaya, Malaysia ",联系电话：+603 8000 8000,传真：+603 8889 2672 ,,网址：http://www.nre.gov.my/en-my/Pages/default.aspx
卡塔尔外交部（Ministry of Foreign Affairs）,,"地址：Almirqab Tower, West Bay, Doha-Qatar",联系电话：+974-40111111,,电子邮箱：webmaster@mofa.gov.qa\u200b,网址：http://www.mofa.gov.qa/en/Pages/default.aspx
"缅甸电力部（Ministry of Electic Power, the Republic of the Union of Myanmar）",,地址：Office No.38 Nay Pyi Taw ,联系电话：0095 067-411083,传真：0095 067-411411,,网址：http://www.moep.gov.mm/
"缅甸移民和人口部（Ministry of Immigration & Population,the Republic of the Union of Myanmar）",,"地址：Office Building ( 48 ), Nay Pyi Taw, Myanmar","联系电话：0095 067-404122，,404026",传真：0095 067-404025,,网址：http://www.mip.gov.mm/
保加利亚Popov&Partners,,"地址：Sofia 1000, 4 Sveta Nedelya Square, Fl.4",联系电话：02/858 1901,传真：02/858 1903,电子邮箱：office@popov-partners.com,网址：http://www.popov-partners.com/?lang=en
孟加拉银行（Bangladesh Bank）,,"地址：Bangladesh Bank, Head Office, 2nd Annex Building (17 floor) Motijheel, Dhaka-1000",,,电子邮箱：bb.focalpoint@bb.org.bd,网址：https://www.bb.org.bd/
格莱珉银行（Grameen Bank）,简介：格莱珉银行（Grameen Bank）是诺贝尔和平奖得主在孟加拉国成立的小额信贷组织和社区发展银行，它也称为孟加拉乡村银行。它为贫困人提供贷款而无需抵押品，以此也被成为穷人银行。,"地址：Grameen Bnak Bhaban, Mirpur-2, Dhaka-1216, Bangladesh","联系电话：+88 02 9031138, +88 02 9007596",传真：+88 02 9033559,电子邮箱：mdsecretariat@grameen.com,网址：http://grameen.com/
马来西亚大众银行（Public Bank Berhad）,,"地址：Public Bank Berhad, Menara Public Bank 146, Jalan Ampang, 50450 Kuala Lumpur, Malaysia",联系电话：603-2179 5000\xa0,,电子邮箱：customersupport@publicbank.com.my,网址：https://www.pbebank.com/
达卡银行（Dhaka Bank）,简介：达卡银行（Dhaka Bank）是一家孟加拉国私营独资商业银行，总部位于孟加拉国首都达卡。在1994年，达卡银行根据公司法作为公共有限责任公司注册成立。它于1995年7月5日开始商业运作，法定股本为10亿塔卡及缴足股本为1亿塔卡。,"地址：71, Purana Paltan Lane, Dhaka","联系电话：+8802 5831 4424-30, 5831 4624-8",传真：+8802 5831 4419,电子邮箱： info@dhakabank.com.bd,网址：http://dhakabankltd.com/
BRAC Bank,简介：BRAC Bank是一家孟加拉国银行，它为孟加拉国百万计的中小型企业提供服务。它率先提供孟加拉国中小企业融资的概念，它是全球第四个大中小企业银行。BRAC Bank还提供企业及机构银行业务，零售银行业务，还专门向境外非居民孟加拉国市民提供服务。它在其他地区业务包括发行国债和外汇解决方案及托管服务。,"地址：1 Gulshan Avenue, Gulshan -1, Dhaka 1212",联系电话：+880-2-885 9202,传真：+880-2-986 0395 ,电子邮箱：enquiry@bracbank.com,网址：http://www.bracbank.com/
立陶宛Valiunas Ellex,,"地址：Jogailos 9, LT-01116 Vilnius, Lithuania",联系电话：+370 52681888,传真：+370 52125591,电子邮箱：contact@valiunasellex.lt,网址：http://www.valiunasellex.lt/?r=1
"马来西亚外交部（Ministry of Foreign Affairs, Malaysia）",,"地址：Wisma Putra Complex, No.1, Jalan Wisma Putra Precinct 2, Federal Government Administrative Centre 62602 Putrajaya, Malaysia",联系电话：603-8000 8000,传真：603-8889 1717/2816,,网址：http://www.kln.gov.my/web/guest/home
Prime Bank,简介：Prime Bank是一家于1995年4月17日成立的孟加拉国民营商业银行。现在，它是一家遵循国际标准的孟加拉国银行及金融银行。它于1995年4月17日开始开展业务。Prime Bank提供各类商业企业及个人银行服务，包括覆盖社会各阶层服务。,"地址：Adamjee Court Annex Building-2, 119-120, Motijheel C/A, Dhaka-1000, Bangladesh ",联系电话：9567265,"传真：880-2-9567230, 9560977, 9566215, 9560960 ",电子邮箱：info@primebank.com.bd ,网址：https://www.primebank.com.bd/index.php/home
阿格拉尼银行（Agrani Bank）,,"地址：9/D Dilkusha Commercial Area, Dhaka-1000 ","联系电话：9566153-54, 9566160-69, 9566074-75 ","传真：(+8802) 956 2346, 956 3662 ",电子邮箱：agrani@agranibank.org,网址：https://www.agranibank.org/
鲁帕利银行（Rupali Bank）,,"地址：Rupali Bhaban, 34 Dilkusha Commercial Area, Dhaka-1000, Bangladesh ","联系电话：+88-02-9551624-25, +88-02-9551525, +88-02-9552184 ","传真：+88-02-9564148, +88-02-9552671 ",电子邮箱：info@rupalibank.org ,网址：https://rupalibank.org/rblnew/index.php
索纳利银行（Sonali Bank）,,"地址：35-42,44 Motijheel C/A, Dhaka -1000, Bangladesh","联系电话：-9550426-31, 33, 34, 9552924","传真：88-02-9561410, 88-02-9552007",,网址：http://www.sonalibank.com.bd/
"蒙古税务总局（General Department of Taxation, Mongolia）",,"地址：5-1 Street of NUB, Chingeltei district, Ulaanbaatar city",联系电话：(0976) 11-324647,传真：(0976) 11-321309,电子邮箱：tcc@mta.mn,网址：http://en.mta.mn/
吉大港证券交易所（Chittagong Stock Exchange）,,"地址：CSE Building, 1080, Sk. Mujib Road Agrabad, Chittagong, Bangladesh","联系电话：+88(0) 31-714632-3, +88(0) 31-720871-3",传真：+88(0) 31-714101,电子邮箱：info@cse.com.bd,网址：http://www.cse.com.bd/
孟加拉国投资局（Board of Investment）,简介：由总理直接领导，隶属于总理办公室。投资局的主要职能是负责国家投资形象宣传、行业推介、投资咨询、企业注册（出口加工区除外）、工作准证签发，协助企业完成投资企业厂房水电气三通等工作，并通过提供信息和服务促进私有投资。,"地址：Jiban Bima Tower (19th Floor), 10 Dilkusha C/A, Dhaka 1000, Bangladesh",联系电话：+880 2 957 7271-2 ,传真：+880 2 956 2312,电子邮箱：service@boi.gov.bd,网址：http://boi.gov.bd/
孟加拉国出口加工区管理局（Bangladesh Export Processing Zones Authority）,简介：由总理任管理局主席，下设执行委员会，负责为在孟加拉国各个加工区内投资的企业办理租地、租厂房、企业注册、进出口许可证签发、工作准证发放等工作，同时管理区内投资企业并为之提供其他相应的支持与服务。,"地址：BEPZA COMPLEX, HOUSE: 19/D, ROAD: 6, DHANMONDI R/A, DHAKA, BANGLADESH","联系电话：+880 2 9670530, 9675489, 9675410, 9672969, 9613461,9614332","传真：+880 2 9661849, 9673020, 9668472",电子邮箱：chairman@bepza.org，member-ip@bepza.org，gm-ip@bepza.org,网址：http://www.epzbangladesh.org.bd/
达卡证券交易所（Dhaka Stock Exchange）,,"地址：STOCK EXCHANGE BUILDING, 9/F MOTIJHEEL C/A, DHAKA BANGLADESH","联系电话：88-02-9564601, 9576210-18","传真：+88-02-9564727, +88-02-9569755",电子邮箱：dse@bol-online.com,网址：http://www.dsebd.org/
孟加拉国公私合营办公室（Bangladesh Public Private Partnership Office）,简介：隶属于总理办公室，负责协调推进孟加拉国公共基础设施服务核心领域项目建设。,"地址：Green Delta AIMS Tower (Level-13) 51-52, Mohakhali, Dhaka-1212, Bangladesh",联系电话：+88-02-9898455,传真：+88-02-9898511,电子邮箱：info@pppo.gov.bd,网址：http://www.pppo.gov.bd/
"孟加拉国外交部（Ministry of Foreign Affairs, Government of the People's Republic of Bangladesh）",,"地址：Segunbagicha, Dhaka-1000, Bangladesh",,,,网址：http://www.mofa.gov.bd/
孟加拉国商务部（Ministry of Commerce）,,,联系电话：+88 02 9545006,传真：+88 02 9540213,电子邮箱：mincom@intecworld.net,网址：http://www.mincom.gov.bd/
"马尔代夫外交部（Ministry of Foreign Affairs,Republic of Maldives）",,"[""地址：Boduthakurufaanu Magu, Male",联系电话：+960 3303400,,电子邮箱：admin@foreign.gov.mv,网址：http://foreign.gov.mv/v2/
"马尔代夫旅游部（Ministry of Tourism,Republic of Maldives）",,"[""地址：5th Floor, Velaanaage, Block 20096?Ameeru Ahmed Magu, Male",联系电话：+960 302 2200/+960 332 3224,传真：+960 332 2512,电子邮箱：info@tourism.gov.mv,网址：http://www.tourism.gov.mv/
"马尔代夫环境和能源部（Ministry of Environment and Energy, Republic of Maldives）",,"[""地址：Green Building, Handhuvaree Hingun, Maafannu, Male",联系电话：+(960) 301 8300,传真：+(960) 301 8301,电子邮箱：secretariat@environment.gov.mv,网址：http://www.environment.gov.mv/v1/
孟加拉国际金融投资和商业银行（IFIC Bank）,简介：孟加拉国际金融投资和商业银行（IFIC Bank）是一家孟加拉国民营商业银行。它是一家在孟加拉人民共和国注册成立的有限责任公司。孟加拉国际金融投资和商业银行于1976年成立，是政府与私营部门之间的合资企业。,"地址：BDBL Building (8th-10th&16th?19th Floor) 8, Rajuk Avenue G.P.O. Box?2229, Dhaka-1000 Bangladesh ","联系电话：9563020, 9562060, 9562062, 9562068 ",传真：880-2-9562015 880-2-7161644 ,电子邮箱：info@ificbankbd.com,网址：http://www.ificbank.com.bd/home.php
"马尔代夫移民局（Department of Immigration and Emigration,Republic of Maldives）",,"[""地址：First Floor, Velaanage, Ameer Ahmed Magu",联系电话：+(960) 333 0444（Official Hours）/+(960) 333 0452（Non Official Hours）,传真：+(960) 332 0011,电子邮箱：info@immigration.gov.mv,网址：http://www.immigration.gov.mv/
摩尔多瓦国家银行（National Bank of Moldova）,,"地址：1 Grigore Vieru Avenue, MD-2005, Chisinau, Republic of Moldova",联系电话：+ 373 22 409 101,,,网址：http://www.bnm.md/en
摩尔多瓦Moldindconbank银行,,"地址：MD-2012, Moldova, Chisinau, Str. Armeneasca, 38 ",联系电话：(+373)22 57-67-82/0 800 11111,传真：(+373)22 27-91-95,,网址：http://www.micb.md/sediul-central-en/
摩尔多瓦Victoriabank银行,,"地址：Chisinau MD 2004 ""Victoriabank"" S.A., 31 August 1989 st, 141",联系电话：(+373 22) 57-64-57,,电子邮箱：feedback@vb.md,网址：http://www.victoriabank.md/en/start/
摩尔多瓦Mobiasbanca银行,,"地址：81a, Stefan cel Mare si Sfant ave., Chisinau, MD-2012",联系电话：022 256-456,传真：022 541-974,电子邮箱：contactell@mobiasbanca.md,网址：http://www.mobiasbanca.md/en
摩尔多瓦海关总署（Customs Service of the Republic of Moldova）,,地址：MD-2005 Chi?in?u,联系电话：+373 (22) 57-42-01,传真：+373 (22) 27-30-61,电子邮箱：customs@customs.gov.md,网址：http://www.customs.gov.md/en#
摩尔多瓦投资和出口促进组织（Moldova Investment and Export Promotion Organization）,,"地址：65 Alexei Mateevici str., Chi?in?u, Republica Moldova, MD-2009",联系电话：+373 22 27 36 54,传真：+373 22 22 43 10,电子邮箱：invest@gov.md; office@miepo.md,网址：http://miepo.md/about-moldova
马其顿Alpha Bank AD Skopje银行,,"地址：Alpha Bank AD Skopje, Dame Gruev 1, MK - 1000 Skopje",联系电话：+389 2 3251 900,传真：+389 2 3251 911,电子邮箱：contact@alphabank.com.mk,网址：http://www.alphabank.com.mk/Default.aspx?tabid=1&lang=en
"马其顿财政部（Ministry of Finance, Republic of Macedonia）",,"地址：Dame Gruev nr.12, 1000 Skopje, Republic of Macedonia",联系电话：+389 2 3255-300,传真：+ 389 2 3255-721,电子邮箱：finance@finance.gov.mk,网址：http://www.finance.gov.mk/en
